,season,field,p2o5,k2o,humus,ph,crop,region,yield_plan,yield_fact,кг_fert,л_fert,кг_pp,л_pp
41,2023,22.47.11.003.00,222.8,179.3,4.1,5.0,Яр.ячмень,Алтай,3.33,1.9529875794765637,5567989.359999999,0.0,105.51,187.03199999999998
42,2023,22.47.11.004.00,154.6,261.9,3.4,5.6,Яр.ячмень,Алтай,3.33,2.044056133997284,581676.89,0.0,2.59,34.47
43,2023,22.47.11.005.00,172.7,243.2,3.9,5.2,Яр.ячмень,Алтай,3.33,2.4138613704700114,4034810.83,0.0,80.32,98.985
44,2023,22.47.11.006.00,196.4,201.0,4.0,5.3,Чечевица,Алтай,1.9,0.7869372294372293,0.0,23215.4,0.0,298.5566666666667
45,2023,22.47.11.008.00,223.7,130.4,2.8,5.1,Одн.тр.(вика+овёс)корм,Алтай,3.0,2.49,996097.7,0.0,0.0,191.785
46,2023,22.47.11.009.00,244.2,130.4,3.8,5.2,Яр.пшеница мягкая,Алтай,3.3,1.8354172381052853,2547580.9050000003,0.0,24.65,154.78555555555556
47,2023,22.47.11.010.00,141.1,257.8,3.8,5.8,Яр.ячмень,Алтай,3.33,2.426907322068612,608453.8733333334,0.0,30.47,40.623333333333335
48,2023,22.47.11.013.00,207.7,160.7,4.1,5.4,Яр.ячмень,Алтай,3.33,2.283620040544454,703342.3,0.0,26.94,35.915
49,2023,22.47.11.014.00,283.8,122.2,3.0,5.1,Одн.тр.(вика+овёс)корм,Алтай,3.0,3.65,6365022.68,0.0,1.31,405.95000000000005
50,2023,22.47.11.015.00,258.1,117.5,2.9,5.1,Одн.тр.(вика+овёс)корм,Алтай,3.0,3.2999999999999994,2960477.33,0.0,0.0,203.6575
51,2023,22.47.11.016.00,240.3,101.7,3.6,5.3,Яр.ячмень,Алтай,3.33,2.5124999999999997,141732.86,0.0,0.85,11.311666666666667
52,2023,22.47.11.017.00,230.3,159.0,3.7,5.2,Яр.ячмень,Алтай,3.33,2.59,186024.38,0.0,0.86,11.358333333333333
53,2023,22.47.11.018.00,285.8,148.2,3.4,5.2,Яр.ячмень,Алтай,3.33,2.52,279107.32,0.0,1.56,20.513333333333332
54,2023,22.47.11.019.00,236.5,169.0,3.2,5.1,Яр.ячмень,Алтай,3.33,2.7000084151472654,247829.89,0.0,7.01,18.543333333333333
55,2023,22.47.11.020.00,287.3,115.0,2.9,5.0,Соя,Алтай,1.4,1.62,31758.6,0.0,0.46,33.505714285714284
56,2023,22.47.11.021.00,298.6,132.8,3.4,5.0,Соя,Алтай,1.4,1.675,174523.65,0.0,0.43,30.48625
57,2023,22.47.11.022.00,268.8,131.6,3.5,5.2,Соя,Алтай,1.4,1.4,130476.11,0.0,0.48,35.83857142857143
58,2023,22.47.11.023.00,353.5,291.8,3.5,5.2,Соя,Алтай,1.4,1.42753829321663,173857.44,0.0,0.43,31.721428571428568
59,2023,22.47.11.024.00,242.8,145.7,3.3,5.2,Соя,Алтай,1.4,1.5999999999999999,446032.93,0.0,0.98,82.96000000000001
60,2023,22.47.11.025.01,249.6,132.7,3.7,5.3,Соя,Алтай,1.4,0.97,542997.33,0.0,1.42,157.1657142857143
61,2023,22.47.11.026.00,210.1,181.0,4.0,5.2,Яр.пшеница мягкая,Алтай,3.3,2.243615365612648,641873.82,0.0,4.21,39.47666666666667
62,2023,22.47.11.027.00,217.5,159.2,3.8,5.1,Яр.пшеница мягкая,Алтай,3.3,1.88,357403.81,0.0,3.09,29.005
63,2023,22.47.11.028.00,218.0,145.1,4.0,5.2,Оз.пшеница мягкая,Алтай,3.8,1.1398678829820699,195754.015,0.0,1.44,12.818000000000001
64,2023,22.47.11.029.01,227.9,147.7,4.1,5.2,Яр.ячмень,Алтай,3.33,2.1609628982976865,1707527.7400000002,0.0,26.064999999999998,107.52999999999999
65,2023,22.47.11.029.02,227.9,147.7,4.1,5.2,Оз.пшеница мягкая,Алтай,3.8,1.8687413644214164,2621666.86,0.0,8.72,170.4157142857143
66,2023,22.47.11.030.01,344.7,178.7,2.8,5.2,Одн.тр.(вика+овёс)корм,Алтай,3.0,3.26,0.0,0.0,8.66,173.13666666666666
67,2023,22.47.11.030.02,344.7,178.7,2.8,5.2,Яр.ячмень,Алтай,3.33,2.017419241573034,1376268.3499999999,0.0,4.4399999999999995,59.23999999999999
68,2023,22.47.11.031.00,271.3,113.8,3.0,5.2,Яр.ячмень,Алтай,3.33,2.5633053468846665,1784395.28,0.0,44.14,60.06666666666666
69,2023,22.47.11.032.00,340.8,120.7,3.5,5.2,Соя,Алтай,1.4,1.0669588726855646,908108.71,0.0,7.87,66.83375
70,2023,22.47.11.033.01,304.0,147.5,3.2,5.2,Соя,Алтай,1.4,1.3967108851057557,1658135.97,0.0,0.95,97.76285714285713
71,2023,22.47.11.033.02,304.0,147.5,3.2,5.2,Яр.ячмень,Алтай,3.33,2.2798580404933673,1691451.3733333333,0.0,39.1,159.04625
72,2023,36.01.20.002.00,118.0,118.0,5.0,5.1,Эсп.+костр.пр.лет корм,Воронеж,3.4,0.0,0.0,0.0,0.0,0.0
73,2023,36.01.20.004.01,51.0,66.0,5.1,5.0,Подсолнечник,Воронеж,2.5,1.18,385989.37,0.0,4.62,62.305
74,2023,36.01.20.005.00,144.0,154.0,6.2,5.8,Люцерна пр.лет корм,Воронеж,5.5,2.29,0.0,0.0,0.0,0.0
75,2023,36.01.20.006.00,125.0,126.0,6.0,5.7,Люцерна пр.лет корм,Воронеж,5.5,1.76,0.0,0.0,0.0,0.0
76,2023,36.01.21.001.00,116.0,146.0,6.3,5.8,Люцерна пр.лет корм,Воронеж,5.5,3.435,0.0,0.0,1.95,51.88333333333333
77,2023,36.01.21.002.00,104.0,119.0,6.1,6.2,Люцерна 1 г.ж.корм,Воронеж,3.0,1.05,0.0,0.0,0.0,79.67333333333333
78,2023,36.01.21.003.00,106.0,120.0,6.2,6.0,Люцерна пр.лет корм,Воронеж,5.5,2.475,0.0,0.0,0.0,0.0
79,2023,36.01.21.004.00,113.0,112.0,6.3,5.6,Люцерна пр.лет корм,Воронеж,5.5,2.0500000000000003,0.0,0.0,0.0,0.0
80,2023,36.01.21.006.00,91.0,95.0,6.3,5.4,Люцерна 1 г.ж.корм,Воронеж,3.0,0.6050000000000001,0.0,0.0,0.0,0.0
81,2023,36.01.21.007.00,87.0,88.0,6.4,5.6,Люцерна пр.лет корм,Воронеж,5.5,1.7866666666666666,0.0,0.0,0.0,0.0
82,2023,36.01.21.009.00,114.0,163.0,6.0,5.5,Люцерна пр.лет корм,Воронеж,5.5,1.9,23400.0,0.0,7.77,122.96749999999999
83,2023,36.01.21.010.00,126.0,132.0,5.1,5.5,Кукуруза силос,Воронеж,8.1,9.25,3290625.0,0.0,0.0,304.69
84,2023,36.01.21.011.00,97.0,93.0,4.6,5.3,Люцерна пр.лет корм,Воронеж,5.5,2.2866178991884785,0.0,0.0,1.9,42.98
85,2023,36.01.21.012.00,105.5,131.5,6.35,5.55,Яр.ячмень,Воронеж,5.0,0.0,642642.01,0.0,6.963333333333334,76.388
86,2023,36.01.21.013.00,136.0,128.0,6.0,6.0,Яр.ячмень,Воронеж,5.0,2.77,1847148.8599999999,0.0,11.933333333333332,131.946
87,2023,36.01.21.015.00,178.0,144.5,5.45,5.75,Люцерна пр.лет корм,Воронеж,5.5,1.8566666666666667,0.0,0.0,0.0,0.0
88,2023,36.01.21.017.00,120.0,116.0,5.4,5.7,Кукуруза силос,Воронеж,8.1,10.00666598001854,0.0,0.0,0.0,141.99
89,2023,36.01.21.018.00,161.0,160.0,5.1,5.9,Кукуруза силос,Воронеж,8.1,0.0,4552231.425,0.0,172.01999999999998,146.20999999999998
90,2023,36.01.21.020.00,98.0,97.0,6.0,5.9,Люцерна пр.лет корм,Воронеж,5.5,1.7700000000000002,0.0,0.0,0.0,0.0
91,2023,36.01.21.021.00,77.0,84.0,6.0,5.6,Люцерна пр.лет корм,Воронеж,5.5,2.1999999999999997,0.0,0.0,0.0,0.0
92,2023,36.01.21.022.00,78.0,153.0,5.8,5.4,Люцерна 1 г.ж.корм,Воронеж,3.0,1.57,0.0,0.0,0.0,66.62666666666667
93,2023,36.01.21.023.00,91.0,91.0,6.0,5.4,Люцерна пр.лет корм,Воронеж,5.5,2.13,0.0,0.0,4.9,111.15000000000002
94,2023,36.01.21.024.00,107.0,134.0,5.6,5.5,Люцерна пр.лет корм,Воронеж,5.5,2.2933333333333334,0.0,0.0,0.0,0.0
95,2023,36.01.21.025.00,99.0,111.0,6.7,5.3,Кукуруза силос,Воронеж,8.1,0.0,1947634.65,0.0,0.0,234.40666666666667
96,2023,36.01.21.027.00,99.0,96.0,6.9,5.5,Кукуруза силос,Воронеж,8.1,0.0,937872.9349999999,0.0,0.0,165.92000000000002
97,2023,36.01.21.028.02,95.0,135.0,6.8,5.8,Кукуруза силос,Воронеж,8.1,0.0,0.0,0.0,0.0,0.0
98,2023,36.01.21.030.01,102.0,141.0,6.4,5.9,Кукуруза силос,Воронеж,8.1,0.0,0.0,0.0,0.0,0.0
99,2023,36.01.21.031.00,107.0,115.0,5.3,6.1,Люцерна пр.лет корм,Воронеж,5.5,2.79,0.0,0.0,0.0,0.0
100,2023,36.01.21.032.00,111.0,147.0,5.8,6.0,Кукуруза силос,Воронеж,8.1,0.0,0.0,0.0,0.0,108.66499999999999
101,2023,36.01.21.033.00,102.0,155.0,5.5,5.7,Кукуруза силос,Воронеж,8.1,2.65374853297864,0.0,0.0,0.0,124.595
102,2023,36.01.21.034.00,97.0,153.0,5.8,5.6,Люцерна пр.лет корм,Воронеж,5.5,1.8249999999999997,0.0,0.0,8.93,238.2966666666667
103,2023,36.01.21.036.00,136.0,158.0,5.7,5.8,Люцерна пр.лет корм,Воронеж,5.5,2.29,0.0,0.0,0.0,0.0
104,2023,36.01.21.037.00,82.0,150.0,5.6,5.3,Люцерна пр.лет корм,Воронеж,5.5,1.7566666666666666,0.0,0.0,0.0,0.0
105,2023,36.01.21.038.00,78.0,119.0,5.5,5.8,Кукуруза силос,Воронеж,8.1,0.0,2771169.57,0.0,120.04,78.03000000000002
106,2023,36.01.21.039.00,90.0,112.0,3.9,5.3,Кукуруза силос,Воронеж,8.1,6.990000000000001,3053513.09,0.0,122.15,80.94333333333333
107,2023,36.01.21.040.00,100.0,97.0,4.4,5.4,Яр.ячмень,Воронеж,5.0,0.42,87224.29000000001,0.0,2.2733333333333334,25.981818181818184
108,2023,36.01.21.041.00,99.0,118.0,5.1,5.5,Яр.ячмень,Воронеж,5.0,0.5293184684168291,619086.61,0.0,6.613333333333333,76.80636363636364
109,2023,36.01.21.043.00,187.0,175.0,5.7,5.8,Кукуруза силос,Воронеж,8.1,0.0,136110.0,0.0,90.96,204.665
110,2023,36.01.21.046.00,104.0,129.0,6.1,5.8,Кукуруза силос,Воронеж,8.1,8.36,0.0,0.0,0.0,96.23750000000001
111,2023,36.01.21.047.00,85.0,119.0,5.8,5.8,Кукуруза силос,Воронеж,8.1,0.0,4466240.14,0.0,0.0,142.64
112,2023,36.01.21.048.00,102.0,137.0,6.4,5.7,Кукуруза силос,Воронеж,8.1,0.0,73905.0,0.0,60.4,30.2
113,2023,36.01.21.049.00,122.0,132.0,5.1,5.5,Яр.ячмень,Воронеж,5.0,0.49494963199131703,1751347.71,0.0,11.18,128.03636363636363
114,2023,36.01.21.051.00,92.0,92.5,5.45,5.4,Люцерна пр.лет корм,Воронеж,5.5,1.44,0.0,0.0,4.62,122.93
115,2023,36.01.21.052.00,60.0,64.0,4.6,5.0,Эсп.+костр.пр.лет корм,Воронеж,3.4,3.25,0.0,0.0,0.0,0.0
116,2023,36.01.21.053.00,97.0,80.0,3.2,5.0,Одн.тр.суданская тр.корм.,Воронеж,3.0,1.2200000000000002,0.0,0.0,0.0,0.0
117,2023,36.01.21.054.00,57.0,65.0,3.5,5.2,Эсп.+костр.пр.лет корм,Воронеж,3.4,5.36,0.0,0.0,0.0,0.0
118,2023,36.01.21.055.00,171.0,207.0,2.8,5.9,Эсп.+костр.пр.лет корм,Воронеж,3.4,2.89,0.0,0.0,0.0,0.0
119,2023,36.01.21.056.00,100.0,97.0,5.7,6.0,Люцерна пр.лет корм,Воронеж,5.5,1.56,0.0,0.0,3.85,102.77666666666666
120,2023,36.01.21.057.00,78.0,95.0,6.5,5.9,Эсп.+костр.пр.лет корм,Воронеж,3.4,3.71,0.0,0.0,0.0,0.0
121,2023,36.01.21.058.00,112.0,135.0,5.6,5.9,Люцерна пр.лет корм,Воронеж,5.5,1.2866666666666666,0.0,0.0,0.0,0.0
122,2023,36.02.02.001.00,61.0,85.0,6.7,5.7,Кукуруза зерно,Воронеж,6.51,6.45,650186.4299999999,0.0,0.0,87.41
123,2023,36.02.02.002.01,109.0,123.0,7.0,5.4,Кукуруза зерно,Воронеж,6.51,6.55,0.0,0.0,0.0,0.0
124,2023,36.02.02.004.00,63.0,102.0,6.6,5.6,Люцерна пр.лет корм,Воронеж,5.49,1.5799999999999998,0.0,0.0,0.0,0.0
125,2023,36.02.02.005.00,50.0,95.0,7.1,5.9,Люцерна пр.лет корм,Воронеж,5.49,0.625,0.0,0.0,0.0,0.0
126,2023,36.02.02.006.01,93.0,124.0,6.8,5.3,Кукуруза силос,Воронеж,7.65,10.26,0.0,0.0,0.0,0.0
127,2023,36.02.02.006.03,93.0,124.0,6.8,5.3,Кукуруза зерно,Воронеж,6.51,6.81,0.0,0.0,0.0,0.0
128,2023,36.02.02.007.00,120.0,104.0,7.1,5.3,Кукуруза зерно,Воронеж,6.51,7.39,1902077.0699999998,0.0,6.64,152.835
129,2023,36.02.02.008.00,127.0,134.0,6.3,5.4,Кукуруза силос,Воронеж,7.65,9.86,4416668.33,0.0,0.0,155.26666666666665
130,2023,36.02.02.010.01,65.0,107.0,6.0,6.0,Люцерна 1 г.ж.корм,Воронеж,2.97,2.28,0.0,0.0,9.09,102.21499999999999
131,2023,36.02.02.011.01,90.0,109.0,5.9,6.3,Яр.ячмень,Воронеж,5.11,1.42,0.0,0.0,0.0,16.055
132,2023,36.02.02.012.00,90.0,98.0,6.3,5.6,Люцерна 1 г.ж.корм,Воронеж,2.97,2.44,0.0,0.0,0.0,56.699999999999996
133,2023,36.02.02.018.01,101.0,111.0,6.3,5.5,Яр.ячмень,Воронеж,5.11,1.53,0.0,0.0,0.0,130.228
134,2023,36.02.02.019.00,69.0,86.0,6.1,5.3,Яр.ячмень,Воронеж,5.11,1.19,489423.595,0.0,3.02,64.274
135,2023,36.02.02.020.00,78.0,78.0,5.3,5.4,Люцерна 1 г.ж.корм,Воронеж,2.97,2.09,0.0,0.0,0.0,105.90666666666665
136,2023,36.02.02.021.01,182.0,168.0,4.55,6.0,Люцерна пр.лет корм,Воронеж,5.49,390.48999999999995,0.0,0.0,0.0,0.0
137,2023,36.02.02.024.00,29.0,53.0,2.0,4.1,Эспарцет пр.лет сем.,Воронеж,0.7,0.13,0.0,0.0,0.0,88.12249999999999
138,2023,36.02.02.025.01,31.0,65.0,2.0,4.5,Кукуруза силос,Воронеж,7.65,5.12,0.0,0.0,243.7,93.22
139,2023,36.02.02.026.00,100.0,107.0,7.5,5.4,Кукуруза силос,Воронеж,7.65,9.91,1810548.3,0.0,6.49,145.87
140,2023,36.02.02.027.00,92.0,123.0,7.1,5.4,Кукуруза корнаж,Воронеж,0.0,10.56,1086231.14,0.0,6.15,138.26500000000001
141,2023,36.02.02.028.01,137.0,190.0,6.9,5.6,Кукуруза силос,Воронеж,7.65,5.66,0.0,0.0,0.0,152.02
142,2023,36.02.02.029.01,89.8,115.7,4.24,6.59,Кукуруза силос,Воронеж,7.65,5.812758620689656,722358.0,0.0,4.99,132.31
143,2023,36.02.02.029.02,89.8,115.7,4.24,6.59,Люцерна пр.лет корм,Воронеж,5.49,0.0,0.0,0.0,0.0,0.0
144,2023,36.02.02.030.01,114.0,128.0,6.2,5.8,Кукуруза силос,Воронеж,7.65,6.4843074173369075,0.0,0.0,5.82,130.92
145,2023,36.02.02.031.01,83.0,93.0,5.4,5.8,Люцерна 1 г.ж.корм,Воронеж,2.97,2.38,0.0,0.0,0.0,102.04666666666668
146,2023,36.02.02.032.01,28.0,57.0,1.7,4.1,Люцерна пр.лет сем.,Воронеж,0.22,0.02,0.0,0.0,2.3,41.910000000000004
147,2023,36.02.02.032.02,28.0,57.0,1.7,4.1,Эспарцет пр.лет сем.,Воронеж,0.7,0.19,0.0,0.0,0.14,2.5085714285714285
148,2023,36.02.02.035.01,89.0,102.0,6.5,5.5,Кукуруза силос,Воронеж,7.65,9.91,0.0,0.0,8.28,186.23499999999999
149,2023,36.02.02.036.01,93.0,113.0,6.5,5.8,Кукуруза силос,Воронеж,7.65,10.07,0.0,0.0,5.37,120.72999999999999
150,2023,36.02.02.037.00,112.0,133.0,6.5,5.7,Люцерна пр.лет корм,Воронеж,5.49,1.165,0.0,0.0,0.0,0.0
151,2023,36.02.02.038.00,187.0,238.0,6.9,5.7,Люцерна 1 г.ж.корм,Воронеж,2.97,1.5200000000000002,0.0,0.0,0.0,151.11499999999998
152,2023,36.02.02.039.00,183.0,226.0,6.6,5.6,Люцерна 1 г.ж.корм,Воронеж,2.97,2.21,0.0,0.0,0.0,163.825
153,2023,36.02.02.040.01,121.0,151.0,6.0,6.0,Яр.ячмень,Воронеж,5.11,1.77,2031297.945,0.0,5.63,82.02375
154,2023,36.02.02.040.02,121.0,151.0,6.0,6.0,Люцерна пр.лет корм,Воронеж,5.49,1.3700000000000003,0.0,0.0,0.0,0.0
155,2023,36.02.02.041.00,83.0,110.0,4.3,5.5,Люцерна пр.лет корм,Воронеж,5.49,0.0,0.0,0.0,0.72,39.66
156,2023,36.02.02.042.00,60.0,86.0,4.8,5.9,Люцерна пр.лет корм,Воронеж,5.49,0.0,0.0,0.0,0.6,32.585
157,2023,36.02.02.044.00,37.0,58.0,1.7,4.4,Эспарцет пр.лет сем.,Воронеж,0.7,0.29,0.0,0.0,0.0,94.80499999999999
158,2023,36.02.02.045.00,31.0,65.0,2.3,4.5,Эспарцет пр.лет сем.,Воронеж,0.7,0.22,0.0,0.0,0.0,46.1325
159,2023,36.02.02.046.01,46.5,68.5,3.15,5.15,Люцерна пр.лет сем.,Воронеж,0.22,0.01,0.0,0.0,0.0,15.08
160,2023,36.02.02.047.00,40.0,59.0,2.6,4.8,Одн.тр.оз.рожь корм,Воронеж,4.5,0.0,2001782.65,0.0,4.84,28.229999999999997
161,2023,36.02.02.048.00,124.0,130.0,6.5,5.6,Люцерна пр.лет корм,Воронеж,5.49,0.0,7686.25,0.0,0.0,0.0
162,2023,36.02.02.049.00,151.0,151.0,6.4,5.7,Люцерна пр.лет корм,Воронеж,5.49,0.0,0.0,0.0,0.0,0.0
163,2023,36.02.02.050.00,142.0,186.0,6.4,5.8,Люцерна пр.лет корм,Воронеж,5.49,1.02,0.0,0.0,0.44,24.12
164,2023,36.02.02.051.00,99.0,119.0,5.2,5.7,Люцерна пр.лет корм,Воронеж,5.49,1.04,0.0,0.0,0.86,47.114999999999995
165,2023,36.02.02.054.01,25.0,46.0,2.2,4.6,Одн.тр.оз.рожь корм,Воронеж,4.5,0.955,400576.81,0.0,1.95,11.375
166,2023,36.02.02.055.01,42.0,86.0,3.1,4.6,Люцерна пр.лет сем.,Воронеж,0.22,2.101752074182528,0.0,0.0,5.33,76.36
167,2023,36.02.02.055.02,42.0,86.0,3.1,4.6,Эспарцет пр.лет сем.,Воронеж,0.7,0.03,0.0,0.0,0.43,7.412000000000001
168,2023,36.02.02.056.00,71.0,81.0,5.4,5.1,Оз.пшеница мягкая,Воронеж,5.7,4.6,5830299.550000001,0.0,10.89,89.63374999999999
169,2023,36.02.02.057.01,53.0,78.0,6.05,5.75,Кукуруза силос,Воронеж,7.65,10.75,0.0,0.0,0.0,0.0
170,2023,36.02.02.058.00,108.0,152.0,7.0,5.1,Кукуруза зерно,Воронеж,6.51,3.2299999999999995,288005.61,0.0,0.0,68.09666666666666
171,2023,36.02.02.059.00,90.0,137.0,5.1,6.0,Люцерна пр.лет корм,Воронеж,5.49,0.65,0.0,0.0,0.0,0.0
172,2023,36.02.02.062.00,16.0,51.0,2.1,4.4,Кукуруза зерно,Воронеж,6.51,5.06,60219.45,0.0,47.29,32.515
173,2023,36.02.02.063.00,90.0,124.0,5.7,5.7,Кукуруза силос,Воронеж,7.65,9.89,3050178.91,0.0,181.78,90.03666666666668
174,2023,36.02.02.064.00,79.0,103.0,5.0,5.5,Люцерна пр.лет корм,Воронеж,5.49,0.4537017941843679,0.0,0.0,0.0,0.0
175,2023,36.02.02.065.00,45.0,72.0,3.6,4.9,Оз.пшеница мягкая,Воронеж,5.7,3.79,6382765.24,0.0,11.15,91.81
176,2023,36.02.02.066.01,48.0,69.0,4.2,5.0,Оз.пшеница мягкая,Воронеж,5.7,4.0,3302941.85,0.0,8.02,66.04625
177,2023,36.02.02.067.01,51.0,77.0,4.5,5.0,Кукуруза силос,Воронеж,7.65,8.58,535014.56,0.0,0.0,0.0
178,2023,36.02.02.068.01,151.0,150.0,6.4,5.6,Кукуруза силос,Воронеж,7.65,9.47,316321.34,0.0,0.0,0.0
