iter	RMSE
361	1232.05365
362	1232.006566
363	1231.886998
364	1231.88317
365	1231.832729
366	1231.441126
367	1231.364067
368	1231.242285
369	1231.054807
370	1230.669212
371	1230.511685
372	1230.400199
373	1230.200856
374	1230.146203
375	1230.063247
376	1230.002713
377	1229.947978
378	1229.853488
379	1229.678052
380	1229.599552
381	1229.228158
382	1229.131496
383	1228.703711
384	1228.632658
385	1228.445348
386	1228.344635
387	1227.977303
388	1227.91868
389	1227.806331
390	1227.751162
391	1227.655972
392	1227.564848
393	1227.151589
394	1226.775447
395	1226.348808
396	1225.930592
397	1225.855153
398	1225.758937
399	1225.703083
400	1225.347817
401	1225.273766
402	1225.197601
403	1224.812743
404	1224.730455
405	1224.345907
406	1224.277671
407	1224.130082
408	1223.744831
409	1223.713357
410	1223.545482
411	1223.49043
412	1223.119692
413	1223.055095
414	1222.829173
415	1222.671464
416	1222.313793
417	1222.182013
418	1222.093965
419	1221.716674
420	1221.582976
421	1221.211275
422	1221.194502
423	1220.959046
424	1220.609469
425	1220.41624
426	1220.087377
427	1219.929893
428	1219.850541
429	1219.758688
430	1219.398232
431	1219.248638
432	1218.895968
433	1218.57134
434	1218.53946
435	1218.330708
436	1218.282906
437	1218.056314
438	1217.698239
439	1217.586366
440	1217.490958
441	1217.438363
442	1217.093311
443	1216.943939
444	1216.594688
445	1216.46807
446	1216.409097
447	1216.296491
448	1216.095838
449	1216.005909
450	1215.744208
451	1215.457759
452	1215.421859
453	1215.384536
454	1215.347887
455	1215.12343
456	1215.067181
457	1214.728894
458	1214.586822
459	1214.102792
460	1214.050767
461	1213.987044
462	1213.815514
463	1213.494944
464	1213.395886
465	1213.194118
466	1213.096404
467	1212.777095
468	1212.648681
469	1212.11313
470	1212.092738
471	1211.764392
472	1211.681568
473	1211.634802
474	1211.53646
475	1211.467586
476	1211.096823
477	1211.092094
478	1211.001369
479	1210.758755
480	1210.411826
481	1210.086889
482	1209.736092
483	1209.713022
484	1209.371789
485	1209.347726
486	1208.891501
487	1208.56677
488	1208.328126
489	1208.274932
490	1208.194121
491	1208.169735
492	1208.13685
493	1207.670185
494	1207.644286
495	1207.612907
496	1207.564862
497	1207.514405
498	1207.488366
499	1207.461379
500	1207.383907
501	1207.344957
502	1207.336293
503	1207.301265
504	1207.198004
505	1207.061094
506	1206.880957
507	1206.823645
508	1206.788251
509	1206.674679
510	1206.340227
511	1206.31082
512	1206.20337
513	1206.17579
514	1205.82564
515	1205.812919
516	1205.462415
517	1205.226163
518	1205.153689
519	1205.111303
520	1205.018267
521	1204.602455
522	1204.578519
523	1204.562834
524	1204.239768
525	1204.164488
526	1204.112683
527	1203.833432
528	1203.536606
529	1203.360924
530	1203.039811
531	1202.886392
532	1202.797527
533	1202.744547
534	1202.412071
535	1202.346553
536	1202.02479
537	1201.701652
538	1201.669902
539	1201.418486
540	1201.109269
541	1201.053517
542	1201.037128
543	1200.716943
544	1200.591123
545	1200.404817
546	1200.331965
547	1200.310545
548	1199.971415
549	1199.925847
550	1199.755264
551	1199.446131
552	1199.368977
553	1199.015683
554	1198.98512
555	1198.96291
556	1198.928275
557	1198.901514
558	1198.898509
559	1198.865109
560	1198.700697
561	1198.358284
562	1198.296264
563	1198.260111
564	1198.158786
565	1198.087383
566	1198.035432
567	1197.732821
568	1197.439964
569	1197.130427
570	1196.96729
571	1196.673514
572	1196.31193
573	1196.165524
574	1196.038692
575	1195.989062
576	1195.909555
577	1195.594454
578	1195.533128
579	1195.51775
580	1195.398543
581	1195.103427
582	1195.069247
583	1194.773146
584	1194.71023
585	1194.498451
586	1194.465306
587	1194.419705
588	1194.37679
589	1194.346973
590	1194.100534
591	1193.854925
592	1193.705041
593	1193.54759
594	1193.504939
595	1193.238709
596	1193.116103
597	1193.074854
598	1192.987478
599	1192.892898
600	1192.704517
601	1192.599089
602	1192.329713
603	1192.29588
604	1191.995174
605	1191.886568
606	1191.854401
607	1191.79151
608	1191.744775
609	1191.690333
610	1191.395098
611	1191.201508
612	1191.065496
613	1191.019302
614	1190.74137
615	1190.650349
616	1190.558209
617	1190.371542
618	1190.101624
619	1189.915781
620	1189.897862
621	1189.633846
622	1189.558031
623	1189.348958
624	1189.04049
625	1188.766347
626	1188.495257
627	1188.209671
628	1188.129466
629	1188.09519
630	1187.879815
631	1187.826418
632	1187.55924
633	1187.308265
634	1187.240707
635	1187.117881
636	1186.856598
637	1186.795765
638	1186.713709
639	1186.447987
640	1186.417655
641	1186.257221
642	1186.199554
643	1185.87408
644	1185.801318
645	1185.767502
646	1185.742577
647	1185.555923
648	1185.247395
649	1184.986014
650	1184.713138
651	1184.352679
652	1184.135981
653	1183.860773
654	1183.845012
655	1183.714138
656	1183.571216
657	1183.462242
658	1183.192013
659	1182.950241
660	1182.887837
661	1182.602951
662	1182.341825
663	1182.20068
664	1182.109142
665	1182.049589
666	1181.791969
667	1181.49311
668	1181.394475
669	1181.368922
670	1181.15537
671	1180.886219
672	1180.811912
673	1180.748114
674	1180.675445
675	1180.614713
676	1180.371227
677	1180.119194
678	1180.081771
679	1179.877189
680	1179.736508
681	1179.489396
682	1179.445706
683	1179.385211
684	1179.270575
685	1179.244817
686	1178.952433
687	1178.905216
688	1178.78983
689	1178.756117
690	1178.602847
691	1178.34011
692	1178.28976
693	1178.271265
694	1178.115636
695	1177.83751
696	1177.784721
697	1177.766102
698	1177.643246
699	1177.437273
700	1177.42102
701	1177.352128
702	1177.30372
703	1177.2893
704	1177.206019
705	1176.961426
706	1176.936354
707	1176.885806
708	1176.537288
709	1176.510248
710	1176.440348
711	1176.404611
712	1176.373339
713	1176.16436
714	1175.906876
715	1175.883336
716	1175.824488
717	1175.804743
718	1175.674516
719	1175.427853
720	1175.401888
721	1175.13868
722	1175.13619
723	1174.962607
724	1174.923351
725	1174.886954
726	1174.632578
727	1174.380646
728	1174.117899
729	1173.888851
730	1173.798932
731	1173.648072
732	1173.615365
733	1173.553641
734	1173.518786
735	1173.424591
736	1173.292515
737	1173.278423
738	1172.984248
739	1172.88306
740	1172.829845
741	1172.597515
742	1172.343397
743	1172.127325
744	1172.035943
745	1171.95569
746	1171.901136
747	1171.638035
748	1171.588137
749	1171.549347
750	1171.310794
751	1171.237043
752	1170.962418
753	1170.803739
754	1170.78368
755	1170.691902
756	1170.522727
757	1170.491479
758	1170.48049
759	1170.449866
760	1170.40276
761	1170.379407
762	1170.325678
763	1170.303046
764	1170.228794
765	1170.17458
766	1169.956435
767	1169.754515
768	1169.721908
769	1169.496883
770	1169.458123
771	1169.290084
772	1168.990918
773	1168.685692
774	1168.625696
775	1168.396123
776	1168.33809
777	1168.261547
778	1168.021598
779	1167.959474
780	1167.837714
781	1167.784713
782	1167.567202
783	1167.541023
784	1167.408511
785	1167.201666
786	1167.075476
787	1166.847123
788	1166.573474
789	1166.550534
790	1166.481786
791	1166.393069
792	1166.341002
793	1166.303359
794	1166.087051
795	1165.873056
796	1165.84943
797	1165.829559
798	1165.674386
799	1165.529936
800	1165.501092
801	1165.449224
802	1165.235617
803	1165.196692
804	1165.150188
805	1165.036223
806	1165.026582
807	1164.98923
808	1164.754963
809	1164.736729
810	1164.501546
811	1164.239346
812	1164.096245
813	1164.084094
814	1163.849935
815	1163.795429
816	1163.485716
817	1163.394973
818	1163.381313
819	1163.310843
820	1163.089954
821	1163.07438
822	1162.838872
823	1162.739756
824	1162.535248
825	1162.308655
826	1162.227608
827	1162.184679
828	1162.156213
829	1161.929604
830	1161.839287
831	1161.805682
832	1161.743862
833	1161.510417
834	1161.397588
835	1161.365454
836	1161.162448
837	1161.115823
838	1160.891334
839	1160.846405
840	1160.821716
841	1160.819244
842	1160.732234
843	1160.51044
844	1160.473003
845	1160.46164
846	1160.288901
847	1160.248561
848	1160.175367
849	1160.137301
850	1160.109794
851	1160.053339
852	1160.013973
853	1159.773555
854	1159.766962
855	1159.589956
856	1159.378111
857	1159.357142
858	1159.324621
859	1159.115064
860	1158.892513
861	1158.7722
862	1158.73956
863	1158.693202
864	1158.46318
865	1158.420725
866	1158.403214
867	1158.181256
868	1158.17575
869	1157.978874
870	1157.77798
871	1157.643435
872	1157.609878
873	1157.58588
874	1157.417889
875	1157.370656
876	1157.158084
877	1157.156057
878	1156.890845
879	1156.824714
880	1156.80063
881	1156.740877
882	1156.70583
883	1156.681233
884	1156.483144
885	1156.321649
886	1156.313429
887	1156.122474
888	1156.09551
889	1155.875426
890	1155.828435
891	1155.799471
892	1155.596961
893	1155.504272
894	1155.459983
895	1155.430369
896	1155.40163
897	1155.190267
898	1155.112471
899	1154.938404
900	1154.894434
901	1154.881685
902	1154.878912
903	1154.783852
904	1154.728314
905	1154.691484
906	1154.489846
907	1154.4515
908	1154.35643
909	1154.2523
910	1154.120174
911	1154.050028
912	1153.843387
913	1153.711123
914	1153.466457
915	1153.337852
916	1153.250361
917	1153.203312
918	1152.9304
919	1152.916279
920	1152.855991
921	1152.672527
922	1152.638874
923	1152.602535
924	1152.568516
925	1152.524029
926	1152.461619
927	1152.435844
928	1152.222023
929	1152.18408
930	1152.139746
931	1152.087078
932	1152.050287
933	1152.006609
934	1151.815032
935	1151.743506
936	1151.715
937	1151.693545
938	1151.500997
939	1151.356255
940	1151.169682
941	1151.141852
942	1151.050183
943	1151.016199
944	1150.828029
945	1150.772813
946	1150.716557
947	1150.682628
948	1150.660989
949	1150.618496
950	1150.448037
951	1150.405677
952	1150.326269
953	1150.293922
954	1150.282116
955	1150.117648
956	1150.082143
957	1149.987876
958	1149.939678
959	1149.921201
960	1149.737775
961	1149.544721
962	1149.339918
963	1149.209472
964	1149.1833
965	1149.167218
966	1148.898502
967	1148.896598
968	1148.82326
969	1148.655187
970	1148.445507
971	1148.06358
972	1147.926073
973	1147.897442
974	1147.826269
975	1147.798326
976	1147.693914
977	1147.654569
978	1147.631136
979	1147.620977
980	1147.572094
981	1147.382584
982	1147.337031
983	1147.327768
984	1147.267213
985	1147.078967
986	1146.894863
987	1146.866797
988	1146.661645
989	1146.497417
990	1146.352228
991	1146.316774
992	1146.277123
993	1146.095996
994	1145.960302
995	1145.886391
996	1145.847823
997	1145.834383
998	1145.774018
999	1145.732998
1000	1145.638074
1001	1145.603028
1002	1145.4942
1003	1145.306203
1004	1145.273603
1005	1145.251146
1006	1145.235902
1007	1145.062037
1008	1144.894167
1009	1144.831249
1010	1144.792951
1011	1144.759108
1012	1144.714169
1013	1144.694191
1014	1144.682309
1015	1144.67917
1016	1144.62683
1017	1144.352814
1018	1144.343759
1019	1144.161374
1020	1144.137002
1021	1144.135232
1022	1143.950335
1023	1143.920256
1024	1143.895937
1025	1143.715177
1026	1143.670372
1027	1143.496409
1028	1143.309043
1029	1143.129045
1030	1142.950918
1031	1142.84995
1032	1142.673262
1033	1142.671343
1034	1142.652506
1035	1142.577779
1036	1142.50627
1037	1142.454794
1038	1142.22874
1039	1142.193929
1040	1142.148753
1041	1141.95958
1042	1141.931881
1043	1141.792796
1044	1141.760049
1045	1141.579098
1046	1141.526539
1047	1141.50922
1048	1141.493282
1049	1141.476173
1050	1141.448301
1051	1141.377281
1052	1141.311308
1053	1141.30131
1054	1141.175301
1055	1141.004225
1056	1140.749861
1057	1140.724727
1058	1140.635198
1059	1140.550332
1060	1140.374095
1061	1140.301705
1062	1140.256229
1063	1140.225914
1064	1140.209774
1065	1140.18836
1066	1139.992539
1067	1139.977207
1068	1139.965541
1069	1139.785672
1070	1139.754127
1071	1139.56667
1072	1139.49015
1073	1139.397777
1074	1139.263301
1075	1139.235436
1076	1139.09688
1077	1138.820276
1078	1138.795313
1079	1138.793683
1080	1138.721689
1081	1138.7154
1082	1138.637992
1083	1138.6212
1084	1138.612441
1085	1138.389346
1086	1138.223296
1087	1138.018577
1088	1137.994516
1089	1137.950753
1090	1137.920032
1091	1137.894274
1092	1137.724548
1093	1137.719296
1094	1137.695237
1095	1137.666175
1096	1137.501936
1097	1137.448006
1098	1137.315498
1099	1137.298932
1100	1137.199031
1101	1137.184009
1102	1137.162525
1103	1137.140782
1104	1137.033238
1105	1136.870556
1106	1136.706448
1107	1136.593641
1108	1136.579674
1109	1136.438068
1110	1136.334013
1111	1136.265579
1112	1136.223613
1113	1136.100662
1114	1135.932857
1115	1135.763331
1116	1135.740033
1117	1135.671378
1118	1135.526729
1119	1135.487544
1120	1135.329221
1121	1135.222295
1122	1135.200247
1123	1135.017986
1124	1134.859628
1125	1134.818871
1126	1134.655825
1127	1134.492269
1128	1134.339775
1129	1134.195136
1130	1134.079981
1131	1133.923681
1132	1133.851789
1133	1133.691007
1134	1133.541903
1135	1133.511308
1136	1133.402393
1137	1133.396564
1138	1133.386665
1139	1133.21641
1140	1133.156669
1141	1133.009942
1142	1132.833147
1143	1132.815945
1144	1132.748588
1145	1132.586487
1146	1132.552664
1147	1132.391471
1148	1132.251
1149	1132.10414
1150	1132.091796
1151	1132.060565
1152	1132.037207
1153	1132.00518
1154	1131.958412
1155	1131.831511
1156	1131.666676
1157	1131.658314
1158	1131.585005
1159	1131.530966
1160	1131.4345
1161	1131.302645
1162	1131.25517
1163	1131.079462
1164	1131.061552
1165	1131.047828
1166	1130.988499
1167	1130.841568
1168	1130.746605
1169	1130.60477
1170	1130.455954
1171	1130.444785
1172	1130.406797
1173	1130.274112
1174	1130.141456
1175	1129.776666
1176	1129.646297
1177	1129.492977
1178	1129.350193
1179	1129.213253
1180	1129.125448
1181	1129.020473
1182	1128.983583
1183	1128.836661
1184	1128.815718
1185	1128.791631
1186	1128.65434
1187	1128.604335
1188	1128.530457
1189	1128.508058
1190	1128.459871
1191	1128.334197
1192	1128.289609
1193	1128.221454
1194	1128.186677
1195	1128.040505
1196	1127.94651
1197	1127.92398
1198	1127.761853
1199	1127.604104
1200	1127.572985
1201	1127.409227
1202	1127.301492
1203	1127.139895
1204	1126.970566
1205	1126.891033
1206	1126.869894
1207	1126.860611
1208	1126.796814
1209	1126.779424
1210	1126.754396
1211	1126.730153
1212	1126.720964
1213	1126.56768
1214	1126.553179
1215	1126.351975
1216	1126.30745
1217	1126.158382
1218	1126.147689
1219	1126.094282
1220	1125.884085
1221	1125.81019
1222	1125.808674
1223	1125.788278
1224	1125.767111
1225	1125.633234
1226	1125.629567
1227	1125.487673
1228	1125.453271
1229	1125.429504
1230	1125.299113
1231	1125.262488
1232	1125.22651
1233	1125.218629
1234	1125.130605
1235	1125.085436
1236	1125.061353
1237	1124.902999
1238	1124.773254
1239	1124.705416
1240	1124.562609
1241	1124.524308
1242	1124.444788
1243	1124.399277
1244	1124.238345
1245	1124.233413
1246	1124.190453
1247	1124.176833
1248	1124.118013
1249	1124.073722
1250	1124.042171
1251	1124.031497
1252	1123.867902
1253	1123.823527
1254	1123.790835
1255	1123.651979
1256	1123.48971
1257	1123.45972
1258	1123.351685
1259	1123.274446
1260	1123.141894
1261	1123.096897
1262	1123.061221
1263	1123.014398
1264	1122.975241
1265	1122.894333
1266	1122.715292
1267	1122.683855
1268	1122.651903
1269	1122.626051
1270	1122.522331
1271	1122.374366
1272	1122.355709
1273	1122.286005
1274	1122.230137
1275	1122.182284
1276	1122.165184
1277	1122.138201
1278	1121.94676
1279	1121.78671
1280	1121.631099
1281	1121.493016
1282	1121.454073
1283	1121.428704
1284	1121.407522
1285	1121.333822
1286	1121.332188
1287	1121.318432
1288	1121.283716
1289	1121.273705
1290	1121.24758
1291	1121.241799
1292	1121.047228
1293	1121.035492
1294	1120.982815
1295	1120.933506
1296	1120.931945
1297	1120.840532
1298	1120.794787
1299	1120.573788
1300	1120.418769
1301	1120.305003
1302	1120.29726
1303	1120.17814
1304	1120.034195
1305	1120.025452
1306	1119.939396
1307	1119.903073
1308	1119.759293
1309	1119.752111
1310	1119.713209
1311	1119.69629
1312	1119.64201
1313	1119.503034
1314	1119.458854
1315	1119.455148
1316	1119.34247
1317	1119.237872
1318	1119.171228
1319	1119.157117
1320	1119.104671
1321	1119.094562
1322	1119.064627
1323	1119.015959
1324	1119.003792
1325	1118.819866
1326	1118.682857
1327	1118.665079
1328	1118.523093
1329	1118.492052
1330	1118.368718
1331	1118.360513
1332	1118.25533
1333	1118.246235
1334	1118.1661
1335	1118.133327
1336	1118.005264
1337	1117.987205
1338	1117.953565
1339	1117.803901
1340	1117.767869
1341	1117.709438
1342	1117.487707
1343	1117.448585
1344	1117.316198
1345	1117.259981
1346	1117.240871
1347	1117.200127
1348	1117.109319
1349	1116.909291
1350	1116.897451
1351	1116.862879
1352	1116.732215
1353	1116.593159
1354	1116.4689
1355	1116.450794
1356	1116.203093
1357	1116.082285
1358	1116.070309
1359	1115.949229
1360	1115.891616
1361	1115.816865
1362	1115.790139
1363	1115.741062
1364	1115.694263
1365	1115.671234
1366	1115.646155
1367	1115.621586
1368	1115.391422
1369	1115.367996
1370	1115.270796
1371	1115.206256
1372	1115.117565
1373	1115.065183
1374	1114.941309
1375	1114.718996
1376	1114.685338
1377	1114.670285
1378	1114.619549
1379	1114.488591
1380	1114.411401
1381	1114.283454
1382	1114.254268
1383	1114.188796
1384	1114.162025
1385	1114.034898
1386	1114.00516
1387	1113.859087
1388	1113.836428
1389	1113.822081
1390	1113.786382
1391	1113.767868
1392	1113.755164
1393	1113.73198
1394	1113.596172
1395	1113.455679
1396	1113.344655
1397	1113.297468
1398	1113.136471
1399	1113.127303
1400	1113.120105
1401	1112.946853
1402	1112.867016
1403	1112.846169
1404	1112.727903
1405	1112.663758
1406	1112.576089
1407	1112.475346
1408	1112.354042
1409	1112.348669
1410	1112.295039
1411	1112.282231
1412	1112.262315
1413	1112.243728
1414	1112.110543
1415	1111.992492
1416	1111.852406
1417	1111.813883
1418	1111.795377
1419	1111.762554
1420	1111.607388
1421	1111.504474
1422	1111.455977
1423	1111.425804
1424	1111.234125
1425	1111.222486
1426	1111.194946
1427	1111.076609
1428	1111.068568
1429	1111.053735
1430	1111.031384
1431	1111.015064
1432	1110.851832
1433	1110.712046
1434	1110.591825
1435	1110.557765
1436	1110.508378
1437	1110.497365
1438	1110.256483
1439	1110.244657
1440	1110.193517
1441	1110.168526
1442	1110.047201
1443	1110.03597
1444	1109.787525
1445	1109.652324
1446	1109.543915
1447	1109.520552
1448	1109.506693
1449	1109.494682
1450	1109.318971
1451	1109.276983
1452	1109.178115
1453	1109.161782
1454	1109.094269
1455	1108.996565
1456	1108.865372
1457	1108.862854
1458	1108.682676
1459	1108.576071
1460	1108.565552
1461	1108.499875
1462	1108.464914
1463	1108.457107
1464	1108.331893
1465	1108.214416
1466	1108.02261
1467	1107.964095
1468	1107.938521
1469	1107.872168
1470	1107.854664
1471	1107.733821
1472	1107.616862
1473	1107.576226
1474	1107.557398
1475	1107.548823
1476	1107.462232
1477	1107.380965
1478	1107.356
1479	1107.286966
1480	1107.141809
1481	1107.131237
1482	1106.951513
1483	1106.941915
1484	1106.940855
1485	1106.898579
1486	1106.87486
1487	1106.866904
1488	1106.857933
1489	1106.820243
1490	1106.779069
1491	1106.766695
1492	1106.750474
1493	1106.693112
1494	1106.590231
1495	1106.569553
1496	1106.561768
1497	1106.476476
1498	1106.36024
1499	1106.262508
1500	1106.111432
1501	1106.069395
1502	1105.924166
1503	1105.794718
1504	1105.742076
1505	1105.71974
1506	1105.607577
1507	1105.594849
1508	1105.581066
1509	1105.456615
1510	1105.415811
1511	1105.397782
1512	1105.271529
1513	1105.157966
1514	1105.079578
1515	1104.969367
1516	1104.938287
1517	1104.835293
1518	1104.718306
1519	1104.700681
1520	1104.586666
1521	1104.474741
1522	1104.442241
1523	1104.422186
1524	1104.395514
1525	1104.383491
1526	1104.356842
1527	1104.238451
1528	1104.196627
1529	1104.08301
1530	1103.972945
1531	1103.874529
1532	1103.756912
1533	1103.673326
1534	1103.57062
1535	1103.568067
1536	1103.514811
1537	1103.491775
1538	1103.453437
1539	1103.369833
1540	1103.368381
1541	1103.255697
1542	1103.230903
1543	1103.215305
1544	1103.189695
1545	1103.085722
1546	1102.962364
1547	1102.944375
1548	1102.920668
1549	1102.901933
1550	1102.816045
1551	1102.746663
1552	1102.634233
1553	1102.60751
1554	1102.592763
1555	1102.564263
1556	1102.541923
1557	1102.536218
1558	1102.521434
1559	1102.321466
1560	1102.180214
1561	1102.073229
1562	1102.072271
1563	1102.066475
1564	1101.994838
1565	1101.886032
1566	1101.828708
1567	1101.78873
1568	1101.764984
1569	1101.754544
1570	1101.618916
1571	1101.612681
1572	1101.498947
1573	1101.453477
1574	1101.394013
1575	1101.37981
1576	1101.186682
1577	1101.141366
1578	1101.036141
1579	1101.019798
1580	1100.963927
1581	1100.959446
1582	1100.814751
1583	1100.765725
1584	1100.647826
1585	1100.585303
1586	1100.482196
1587	1100.265252
1588	1100.205655
1589	1100.178494
1590	1100.139005
1591	1100.047322
1592	1099.951018
1593	1099.94206
1594	1099.924921
1595	1099.864663
1596	1099.810218
1597	1099.666592
1598	1099.663936
1599	1099.628939
1600	1099.518449
1601	1099.492313
1602	1099.35773
1603	1099.324429
1604	1099.311974
1605	1099.235892
1606	1099.227688
1607	1099.187207
1608	1099.149258
1609	1099.104799
1610	1098.979573
1611	1098.860169
1612	1098.846106
1613	1098.8185
1614	1098.710355
1615	1098.696876
1616	1098.635434
1617	1098.537418
1618	1098.514798
1619	1098.427852
1620	1098.389093
1621	1098.268505
1622	1098.198915
1623	1098.090554
1624	1098.068401
1625	1098.044762
1626	1098.022158
1627	1097.859486
1628	1097.763876
1629	1097.738205
1630	1097.699771
1631	1097.66545
1632	1097.556348
1633	1097.544387
1634	1097.486897
1635	1097.404696
1636	1097.365947
1637	1097.365071
1638	1097.256362
1639	1097.242501
1640	1097.220286
1641	1097.199216
1642	1097.188772
1643	1097.171841
1644	1097.141775
1645	1097.054208
1646	1096.947668
1647	1096.928814
1648	1096.908167
1649	1096.873736
1650	1096.850388
1651	1096.750725
1652	1096.73203
1653	1096.63243
1654	1096.570642
1655	1096.417474
1656	1096.37816
1657	1096.362018
1658	1096.322597
1659	1096.300721
1660	1096.28035
1661	1096.246937
1662	1096.145924
1663	1096.085232
1664	1096.078033
